Cluster#,GeneID,CORUM complex,Product Description,#TM Domains,Ortholog Group,Computed GO Components,Computed GO Functions,Computed GO Processes,Symbol,Phenotype Bushell 2017,Phenotype Zhang 2018
55,PF3D7_0917900,,heat shock protein 70,0,OG5_126588,null,null,null,HSP70-2,,Non - Mutable in CDS
56,PF3D7_1003800,,"U5 small nuclear ribonuclear protein, putative",0,OG5_129018,null,"GTP binding, GTPase activity",null,PF10_0041,Insufficient data,Non - Mutable in CDS
56,PF3D7_0311400,,"protein kinase, putative",0,OG5_152950,null,"ATP binding, protein kinase activity",protein phosphorylation,MAL3P4.16,Dispensable,Mutable in CDS
57,PF3D7_1225200,,"conserved Plasmodium protein, unknown function",0,OG5_165204,nucleus,"DNA binding, chromatin binding, protein binding, zinc ion binding","regulation of transcription, DNA-templated, transcription, DNA-templated",2277.T00243,Essential,Non - Mutable in CDS
57,PF3D7_1014600,,transcriptional coactivator ADA2,1,OG5_127420,membrane,"DNA binding, chromatin binding, zinc ion binding","histone acetylation, regulation of transcription from RNA polymerase II promoter",ADA2,Essential,Non - Mutable in CDS
57,PF3D7_0629700,,"SET domain protein, putative",0,OG5_127895,null,"protein binding, zinc ion binding",null,SET1,Essential,Mutable in CDS
57,PF3D7_1475600,,"bromodomain protein, putative",0,OG5_146288,null,protein binding,null,PF14_0724,,Mutable in CDS
57,PF3D7_0820000,,"Snf2-related CBP activator, putative",0,OG5_127568,null,"ATP binding, DNA binding",null,SRCAP,Essential,Mutable in CDS
57,PF3D7_1410300,,"WD repeat-containing protein, putative",0,OG5_167250,extracellular region,"calcium ion binding, protein binding, structural molecule activity",cell adhesion,PF14_0101,Dispensable,Mutable in CDS
57,PF3D7_0606100,,"RNA-binding protein, putative",0,OG5_150164,NELF complex,"nucleic acid binding, nucleotide binding","regulation of transcription, DNA-templated",2270.T00254,Slow,Mutable in CDS
58,PF3D7_0414900,,armadillo-domain containing rhoptry protein,0,OG5_143115,null,binding,null,ARO,,Non - Mutable in CDS
58,PF3D7_0110700,,"chromatin assembly factor 1 protein WD40 domain, putative",0,OG5_127148,null,protein binding,null,MAL1P2.33,Slow,Non - Mutable in CDS
58,PF3D7_0111500,,"UMP-CMP kinase, putative",1,OG5_126886,null,ATP binding,null,MAL1P2.40,Insufficient data,Non - Mutable in CDS
58,PF3D7_0935000,,"U2 small nuclear ribonucleoprotein B'', putative",0,OG5_127059,null,"nucleic acid binding, nucleotide binding, snRNA binding","mRNA splicing, via spliceosome",PFI1695C,,Non - Mutable in CDS
58,PF3D7_0416800,,small GTP-binding protein sar1,0,OG5_127331,intracellular,GTP binding,"intracellular protein transport, small GTPase mediated signal transduction",SAR1,,Non - Mutable in CDS
58,PF3D7_0721400,,"conserved Plasmodium protein, unknown function",0,OG5_143207,null,null,null,MAL7P1.114,,Mutable in CDS
58,PF3D7_0307100,,"40S ribosomal protein S12, putative",0,OG5_127261,null,null,null,MAL3P2.28,Essential,Non - Mutable in CDS
58,PF3D7_1414400,,serine/threonine protein phosphatase PP1,0,OG5_126821,null,hydrolase activity,null,PP1,,Non - Mutable in CDS
58,PF3D7_1461300,,"40S ribosomal protein S28e, putative",0,OG5_127046,ribosome,structural constituent of ribosome,translation,PF14_0585,,Non - Mutable in CDS
58,PF3D7_1203900,,ubiquitin-conjugating enzyme E2,0,OG5_126877,null,acid-amino acid ligase activity,null,UBC,Essential,Non - Mutable in CDS
58,PF3D7_1369700,,"U2 small nuclear ribonucleoprotein A', putative",0,OG5_128407,null,protein binding,null,PF13.0362,,Non - Mutable in CDS
58,PF3D7_0823200,,"RNA-binding protein, putative",0,OG5_146727,null,"nucleic acid binding, nucleotide binding, protein binding",null,MAL8P1.40,Slow,Non - Mutable in CDS
58,PF3D7_0606900,,glutaredoxin-like protein,0,OG5_127633,null,"electron carrier activity, protein disulfide oxidoreductase activity",cell redox homeostasis,GLP2,Slow,Non - Mutable in CDS
58,PF3D7_1464700,,"ATP synthase (C/AC39) subunit, putative",0,OG5_127683,"proton-transporting V-type ATPase, V0 domain","ATP binding, hydrogen ion transmembrane transporter activity, metal ion binding, proton-transporting ATP synthase activity, rotational mechanism, proton-transporting ATPase activity, rotational mechanism","ATP hydrolysis coupled proton transport, plasma membrane ATP synthesis coupled proton transport",PF14_0615,Essential,Non - Mutable in CDS
58,PF3D7_1033400,,haloacid dehalogenase-like hydrolase,0,OG5_127435,null,hydrolase activity,metabolic process,HAD1,Dispensable,Non - Mutable in CDS
58,PF3D7_0512600,,ras-related protein Rab-1B,0,OG5_127310,"intracellular, membrane","GTP binding, GTPase activity","GTP catabolic process, intracellular protein transport, nucleocytoplasmic transport, small GTPase mediated signal transduction",RAB1B,,Non - Mutable in CDS
58,PF3D7_0719700,,"40S ribosomal protein S10, putative",0,OG5_127137,null,null,null,RPS10,Essential,Non - Mutable in CDS
58,PF3D7_0109400,,"tubulin-specific chaperone a, putative",0,OG5_128690,microtubule,"beta-tubulin binding, unfolded protein binding","post-chaperonin tubulin folding pathway, tubulin complex assembly",MAL1P2.21,Dispensable,Non - Mutable in CDS
58,PF3D7_0527100,,"ubiquitin-conjugating enzyme E2 N, putative",0,OG5_127739,null,acid-amino acid ligase activity,null,UBC13,Essential,Non - Mutable in CDS
59,PF3D7_1311300,,"ATP synthase subunit gamma, mitochondrial",0,OG5_127077,"proton-transporting ATP synthase complex, catalytic core F(1)","proton-transporting ATP synthase activity, rotational mechanism, proton-transporting ATPase activity, rotational mechanism",ATP synthesis coupled proton transport,PF13_0061,Slow,Non - Mutable in CDS
59,PF3D7_1239700,,ATP-dependent zinc metalloprotease FTSH 1,1,OG5_126616,membrane,"ATP binding, metalloendopeptidase activity",proteolysis,FTSH1,,Mutable in CDS
59,PF3D7_0809600,,"peptidase family C50, putative",5,OG5_154802,nucleus,peptidase activity,proteolysis,MAL8P1.113,Essential,Non - Mutable in CDS
60,PF3D7_0302900,,"exportin-1, putative",0,OG5_127698,null,Ran GTPase binding,intracellular protein transport,MAL3P1.9,Essential,Non - Mutable in CDS
60,PF3D7_0629100,,"nicotinate phosphoribosyltransferase, putative",0,OG5_128563,null,"nicotinate phosphoribosyltransferase activity, nicotinate-nucleotide diphosphorylase (carboxylating) activity","NAD biosynthetic process, nicotinate nucleotide salvage",NAPRT,,Mutable in CDS
60,PF3D7_0708800,,heat shock protein 110,0,OG5_127167,null,null,null,HSP110C,,Non - Mutable in CDS
60,PF3D7_0717700,,"serine--tRNA ligase, putative",0,OG5_126677,"apicoplast, cytoplasm","ATP binding, serine-tRNA ligase activity",seryl-tRNA aminoacylation,PF07_0073,Dispensable,Non - Mutable in CDS
60,PF3D7_0801800,,"mannose-6-phosphate isomerase, putative",1,OG5_127555,null,"mannose-6-phosphate isomerase activity, zinc ion binding",carbohydrate metabolic process,MAL8P1.156,Slow,Mutable in CDS
60,PF3D7_1136300,,tudor staphylococcal nuclease,0,OG5_128197,null,"hydrolase activity, acting on ester bonds, nucleic acid binding, transcription cofactor activity",posttranscriptional gene silencing by RNA,TSN,Dispensable,Mutable in CDS
60,PF3D7_1315900,,"exportin-T, putative",0,OG5_164074,null,binding,null,MAL13P1.83,Slow,Mutable in CDS
60,PF3D7_0610800,,transketolase,0,OG5_126720,null,transketolase activity,metabolic process,TK,Essential,Non - Mutable in CDS
60,PF3D7_0211800,,asparagine--tRNA ligase,0,OG5_126756,cytoplasm,"ATP binding, asparagine-tRNA ligase activity, nucleic acid binding",asparaginyl-tRNA aminoacylation,ASNRS,Slow,Non - Mutable in CDS
60,PF3D7_0627700,,transportin,0,OG5_127643,null,Ran GTPase binding,intracellular protein transport,2270.T00164,Essential,Non - Mutable in CDS
60,PF3D7_1462800,,glyceraldehyde-3-phosphate dehydrogenase,0,OG5_126628,null,"NAD binding, NADP binding, oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","glucose metabolic process, oxidation-reduction process",GAPDH,Essential,Non - Mutable in CDS
60,PKNH_1457400,,"merozoite surface protein 3, putative",0,OG5_162796,null,null,null,,,
60,PF3D7_0622800,,"leucine--tRNA ligase, putative",0,OG5_127407,null,"ATP binding, aminoacyl-tRNA editing activity, aminoacyl-tRNA ligase activity",tRNA aminoacylation for protein translation,2270.T00116,Essential,Non - Mutable in CDS
60,PF3D7_0932800,,"importin alpha re-exporter, putative",0,OG5_128085,null,protein binding,null,CSE1,,Non - Mutable in CDS
60,PF3D7_1015200,,"cysteine--tRNA ligase, putative",0,OG5_126755,null,"ATP binding, cysteine-tRNA ligase activity",cysteinyl-tRNA aminoacylation,PF3D7_1015200.1,,
60,PF3D7_0926700,,"glutamine-dependent NAD(+) synthetase, putative",0,OG5_127076,null,null,null,NADSYN,Slow,Mutable in CDS
60,PF3D7_1332900,,"isoleucine--tRNA ligase, putative",0,OG5_126684,cytoplasm,"ATP binding, aminoacyl-tRNA editing activity, aminoacyl-tRNA ligase activity, isoleucine-tRNA ligase activity","isoleucyl-tRNA aminoacylation, tRNA aminoacylation for protein translation",PF13_0179,,Non - Mutable in CDS
60,PF3D7_0811400,,"conserved protein, unknown function",0,OG5_131912,null,null,null,MAL8P1.103,Dispensable,Mutable in CDS
60,PF3D7_1367700,,alanine--tRNA ligase,0,OG5_126799,cytoplasm,"ATP binding, alanine-tRNA ligase activity, nucleic acid binding",alanyl-tRNA aminoacylation,ALARS,Essential,Non - Mutable in CDS
60,PF3D7_1350100,,lysine--tRNA ligase,0,OG5_126972,cytoplasm,"ATP binding, lysine-tRNA ligase activity, nucleic acid binding",lysyl-tRNA aminoacylation,KRS1,,Non - Mutable in CDS
60,PF3D7_0309600,,60S acidic ribosomal protein P2,0,OG5_126845,ribosome,structural constituent of ribosome,translational elongation,PFP2,Essential,Non - Mutable in CDS
61,PF3D7_1468900,,"conserved Plasmodium protein, unknown function",0,OG5_164970,null,metal ion binding,null,PF14_0657,,Mutable in CDS
61,PKNH_0200900,,tryptophan-rich protein,1,OG5_144320,null,null,null,,,
62,PF3D7_0518500,,"ATP-dependent RNA helicase DDX23, putative",0,OG5_128627,null,"ATP binding, nucleic acid binding",null,DDX23,Essential,Non - Mutable in CDS
62,PF3D7_0624600,,"SNF2 helicase, putative",0,OG5_141761,null,"ATP binding, DNA binding, protein binding, zinc ion binding",null,ISWI,Essential,Mutable in CDS
63,PF3D7_0924700,,"splicing factor 3A subunit 3, putative",0,OG5_128096,nucleus,"nucleic acid binding, zinc ion binding",null,SF3A3,,Non - Mutable in CDS
63,PF3D7_1118500,,"nucleolar protein 56, putative",0,OG5_127848,null,null,null,NOP56,Essential,Non - Mutable in CDS
64,PF3D7_0621800,,"nascent polypeptide-associated complex subunit alpha, putative",0,OG5_127180,null,null,null,2270.T00108,,Non - Mutable in CDS
64,PF3D7_1238100,,"calcyclin binding protein, putative",0,OG5_130878,membrane,null,null,2277.T00369,,Non - Mutable in CDS
64,PF3D7_0919000,,nucleosome assembly protein,0,OG5_129036,nucleus,null,nucleosome assembly,NAPS,,Non - Mutable in CDS
64,PF3D7_1409000,,"WD repeat-containing protein, putative",0,OG5_167252,null,protein binding,null,PF14_0087,,Mutable in CDS
64,PF3D7_1123400,,"translation elongation factor EF-1, subunit alpha, putative",0,OG5_127225,null,"GTP binding, GTPase activity",null,PF11_0245,Essential,Non - Mutable in CDS
64,PF3D7_0419600,,"ran-specific GTPase-activating protein 1, putative",0,OG5_127714,null,null,intracellular transport,RANBP1,,Mutable in CDS
64,PF3D7_1346300,,DNA/RNA-binding protein Alba 2,0,OG5_167431,null,nucleic acid binding,null,ALBA2,Dispensable,Non - Mutable in CDS
64,PF3D7_0812400,,karyopherin alpha,0,OG5_126761,"cytoplasm, nucleus","protein binding, protein transporter activity",protein import into nucleus,KARALPHA,Essential,Non - Mutable in CDS
64,PF3D7_1426100,,"basic transcription factor 3b, putative",0,OG5_127333,null,null,null,PF14_0241,Essential,Non - Mutable in CDS
64,PF3D7_1012400,,hypoxanthine-guanine phosphoribosyltransferase,0,OG5_127374,cytoplasm,hypoxanthine phosphoribosyltransferase activity,purine ribonucleoside salvage,HGPRT,Slow,Non - Mutable in CDS
64,PF3D7_1451100,,elongation factor 2,0,OG5_126923,null,"GTP binding, GTPase activity",null,EEF2,Essential,Non - Mutable in CDS
64,PF3D7_1457300,,"conserved Plasmodium protein, unknown function",0,OG5_129731,"cytosol, nucleus","binding, translation initiation factor activity","RNA metabolic process, regulation of translational initiation, translation",PF14_0546,Dispensable,Non - Mutable in CDS
64,PKNH_1149000,,"conserved Plasmodium protein, unknown function",2,OG5_243588,null,null,null,,,
64,PF3D7_1434300,,Hsp70/Hsp90 organizing protein,0,OG5_128289,null,protein binding,null,HOP,Dispensable,Non - Mutable in CDS
65,PF3D7_0528100,AP1 adaptor complex; Gamma-BAR-AP1 complex,"AP-1 complex subunit beta, putative",0,OG5_127081,clathrin adaptor complex,"binding, protein transporter activity","intracellular protein transport, vesicle-mediated transport",MAL5P1.278,Essential,Non - Mutable in CDS
65,PF3D7_1311400,AP1 adaptor complex; Gamma-BAR-AP1 complex,AP-1 complex subunit mu-1,0,OG5_127474,clathrin adaptor complex,protein binding,"intracellular protein transport, vesicle-mediated transport",AP1M1,Essential,Non - Mutable in CDS
66,PF3D7_0918600,,ATP-dependent DNA helicase Q1,0,OG5_126644,null,"ATP binding, nucleic acid binding",null,RECQ1,Dispensable,Mutable in CDS
66,PF3D7_0827000,,"ATP-dependent RNA helicase DBP10, putative",0,OG5_128298,null,"ATP binding, nucleic acid binding",null,DBP10,Slow,Non - Mutable in CDS
67,PF3D7_0818900,,heat shock protein 70,0,OG5_126588,null,null,null,HSP70,Essential,Non - Mutable in CDS
67,PF3D7_1222300,,"endoplasmin, putative",0,OG5_153578,null,"ATP binding, unfolded protein binding","protein folding, response to stress",GRP94,Essential,Non - Mutable in CDS
67,PF3D7_0527200,,ubiquitin carboxyl-terminal hydrolase 14,0,OG5_127806,null,"protein binding, ubiquitinyl hydrolase activity",ubiquitin-dependent protein catabolic process,USP14,Dispensable,Non - Mutable in CDS
67,PF3D7_0507700,,"nuclear protein localization protein 4, putative",0,OG5_128565,null,protein binding,null,NPL4,Essential,Non - Mutable in CDS
67,PF3D7_0819600,,"conserved Plasmodium protein, unknown function",0,OG5_144948,membrane,protein binding,null,MAL8P1.62,Dispensable,Non - Mutable in CDS
67,PF3D7_0917900,,heat shock protein 70,0,OG5_126588,null,null,null,HSP70-2,,Non - Mutable in CDS
67,PF3D7_1344200,,"heat shock protein 110, putative",0,OG5_128359,null,null,null,HSP110,Essential,Non - Mutable in CDS
68,PF3D7_0617800,,histone H2A,0,OG5_126570,"nucleosome, nucleus","DNA binding, protein heterodimerization activity",null,H2A,Slow,Non - Mutable in CDS
68,PF3D7_0617900,,histone H3 variant,0,OG5_126569,nucleosome,"DNA binding, protein heterodimerization activity",null,H3.3,Slow,Non - Mutable in CDS
68,PF3D7_1441400,,"FACT complex subunit SSRP1, putative",0,OG5_127386,nucleus,null,null,FACT-S,Essential,Non - Mutable in CDS
68,PF3D7_0320900,,"histone H2A variant, putative",0,OG5_127916,"nucleosome, nucleus","DNA binding, protein heterodimerization activity",null,H2A.Z,Essential,Non - Mutable in CDS
68,PF3D7_0610400,,histone H3,0,OG5_126569,nucleosome,"DNA binding, protein heterodimerization activity",null,H3,Essential,Non - Mutable in CDS
68,PF3D7_0714000,,histone H2B variant,0,OG5_126572,"nucleosome, nucleus","DNA binding, protein heterodimerization activity",null,H2B.Z,Essential,Non - Mutable in CDS
68,PF3D7_1105000,,histone H4,0,OG5_126573,"nucleosome, nucleus","DNA binding, protein heterodimerization activity","DNA-templated transcription, initiation, nucleosome assembly",H4,Essential,Non - Mutable in CDS
69,PF3D7_1366500,,nucleoside diphosphate kinase,0,OG5_126708,null,"ATP binding, nucleoside diphosphate kinase activity","CTP biosynthetic process, GTP biosynthetic process, UTP biosynthetic process, nucleoside diphosphate phosphorylation",NDK,Slow,Non - Mutable in CDS
69,PKNH_0623200,,"Plasmodium exported protein, unknown function",3,OG5_pcyn|PCYB_063240,null,null,null,,,
69,PF3D7_1351600,,glycerol kinase,0,OG5_126746,null,glycerol kinase activity,"carbohydrate metabolic process, glycerol-3-phosphate metabolic process",GK,,Mutable in CDS
69,PF3D7_0626800,,pyruvate kinase,0,OG5_126685,null,"magnesium ion binding, potassium ion binding, pyruvate kinase activity",glycolytic process,PYRK,Essential,Non - Mutable in CDS
70,PF3D7_1132900,,glycine cleavage system H protein,0,OG5_127169,null,null,null,GCVH,Essential,Non - Mutable in CDS
70,PF3D7_1412300,,"nuclear transport factor 2, putative",0,OG5_127878,intracellular,null,transport,NTF2,,Non - Mutable in CDS
70,PF3D7_1330000,,"thioredoxin, putative",0,OG5_128642,null,null,null,PF3D7_1330000.1,,
71,PF3D7_0930300,,merozoite surface protein 1,1,OG5_159573,membrane,null,pathogenesis,MSP1,Essential,Non - Mutable in CDS
71,PF3D7_0918000,,glideosome-associated protein 50,2,OG5_129627,null,hydrolase activity,null,GAP50,Essential,Non - Mutable in CDS
71,PF3D7_1410400,,rhoptry-associated protein 1,0,OG5_162087,null,null,null,RAP1,Slow,Mutable in CDS
71,PF3D7_1105300,,"conserved Plasmodium protein, unknown function",1,OG5_167210,membrane,null,null,PF11_0064,Slow,Non - Mutable in CDS
72,PF3D7_0613700,,"syntaxin binding protein, putative",0,OG5_127453,null,null,vesicle docking involved in exocytosis,2270.T00027,,Non - Mutable in CDS
72,PF3D7_0312400,,glycogen synthase kinase 3,0,OG5_126888,null,"ATP binding, protein kinase activity",protein phosphorylation,GSK3,Dispensable,Non - Mutable in CDS
73,PF3D7_1320900,,"RNA-binding protein, putative",0,OG5_129285,null,"nucleic acid binding, nucleotide binding",null,PF13_0122,,Non - Mutable in CDS
73,PF3D7_1107100,,"nucleic acid binding protein, putative",0,OG5_150031,null,"nucleic acid binding, nucleotide binding",null,PF11_0083,Dispensable,Mutable in CDS
73,PF3D7_0403900,,"SET domain protein, putative",0,OG5_130816,null,protein binding,null,SET8,Slow,Mutable in CDS
74,PF3D7_1348300,,"elongation factor Tu, putative",0,OG5_128278,null,"GTP binding, GTPase activity",null,MAL13P1.243,Essential,Non - Mutable in CDS
74,PF3D7_0607000,,"translation initiation factor IF-2, putative",0,OG5_127312,null,"GTP binding, GTPase activity",null,2270.T00246,Essential,Non - Mutable in CDS
75,PF3D7_0204900,,"ubiE/COQ5 methyltransferase, putative",0,OG5_127211,null,methyltransferase activity,null,PF02_0046,Essential,Non - Mutable in CDS
75,PF3D7_1442100,,"replication factor A protein 3, putative",0,OG5_143364,"cytoplasm, nucleus",DNA binding,"DNA recombination, DNA repair, DNA replication",RPA3,Essential,Non - Mutable in CDS
76,PF3D7_1249800,,"THO complex subunit 2, putative",2,OG5_144062,"membrane, nucleus",null,null,THO2,,Non - Mutable in CDS
76,PF3D7_1106000,,RuvB-like helicase 2,0,OG5_127944,null,"ATP binding, DNA helicase activity",null,RUVB2,Essential,Non - Mutable in CDS
77,PF3D7_1120100,,"phosphoglycerate mutase, putative",0,OG5_127491,null,phosphoglycerate mutase activity,glycolytic process,PGM1,Essential,Non - Mutable in CDS
77,PF3D7_1015900,,enolase,0,OG5_126698,phosphopyruvate hydratase complex,"magnesium ion binding, phosphopyruvate hydratase activity",glycolytic process,ENO,Essential,Non - Mutable in CDS
