"Gene ID","source_id","Product Description","Previous ID(s)"
"PBANKA_1351900","PBANKA_1351900.1","60S ribosomal protein L6, putative","Previous IDs: PB000686.02.0;PBANKA_135190"
"PBANKA_1352000","PBANKA_1352000.1","elongation factor 1-gamma, putative","Previous IDs: PB000049.03.0;PBANKA_135200"
"PBANKA_1352100","PBANKA_1352100.1","SprT-like domain-containing protein, putative","Previous IDs: PB000050.03.0;PB300477.00.0;PBANKA_135210"
"PBANKA_1352200","PBANKA_1352200.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000646.03.0;PB402790.00.0;PBANKA_135220"
"PBANKA_1352300","PBANKA_1352300.1","conserved protein, unknown function","Previous IDs: PB000226.01.0;PB001252.00.0;PBANKA_135230"
"PBANKA_1352400","PBANKA_1352400.1","conserved protein, unknown function","Previous IDs: PB000225.01.0;PBANKA_135240"
"PBANKA_1352500","PBANKA_1352500.1","CPW-WPC family protein","Previous IDs: PB001530.02.0;PB300757.00.0;PBANKA_135250"
"PBANKA_1352600","PBANKA_1352600.1","serine/threonine protein kinase, putative","Previous IDs: PB001529.02.0;PBANKA_135260"
"PBANKA_1352621","PBANKA_1352621:tRNA","tRNA Methionine","Previous IDs: berg13:tRNA:rfamscan:1995703-1995774"
"PBANKA_1352641","PBANKA_1352641:tRNA","tRNA Proline","Previous IDs: berg13:tRNA:rfamscan:1996487-1996558"
"PBANKA_1352700","PBANKA_1352700.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000551.00.0;PBANKA_135270"
"PBANKA_1352800","PBANKA_1352800.1","cytochrome c oxidase subunit ApiCOX14, putative","Previous IDs: PB000553.00.0;PBANKA_135280"
"PBANKA_1352900","PBANKA_1352900.1","mitochondrial ribosomal protein L49 precursor, putative","Previous IDs: PB100992.00.0;PBANKA_135290"
"PBANKA_1353000","PBANKA_1353000.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000552.00.0;PBANKA_135300"
"PBANKA_1353100","PBANKA_1353100.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000956.03.0;PB108569.00.0;PB108570.00.0;PB404215.00.0;PBANKA_135310"
"PBANKA_1353200","PBANKA_1353200.1","mitotic-spindle organizing protein 1, putative","Previous IDs: PB300284.00.0;PBANKA_135320"
"PBANKA_1353300","PBANKA_1353300.1","ABC transporter B family member 5, putative","Previous IDs: PB000651.03.0;PBANKA_135330"
"PBANKA_1353400","PBANKA_1353400.1","secreted ookinete protein, putative","Previous IDs: PB000652.03.0;PB300002.00.0;PBANKA_135340"
"PBANKA_1353500","PBANKA_1353500.1","exosome complex component RRP42, putative","Previous IDs: PB000650.03.0;PBANKA_135350"
"PBANKA_1353600","PBANKA_1353600.1","conserved Plasmodium protein, unknown function","Previous IDs: PBANKA_135360"
"PBANKA_1353700","PBANKA_1353700.1","nucleolar complex protein 2, putative","Previous IDs: PB000649.03.0;PBANKA_135370"
"PBANKA_1353800","PBANKA_1353800.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000653.03.0;PB301332.00.0;PBANKA_135380"
"PBANKA_1353900","PBANKA_1353900.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000112.00.0;PB000692.01.0;PB106453.00.0;PBANKA_135390"
"PBANKA_1354000","PBANKA_1354000.1","RNA lariat debranching enzyme, putative","Previous IDs: PB001335.02.0;PB301357.00.0;PBANKA_135400"
"PBANKA_1354100","PBANKA_1354100.1","ras-related protein Rab-11B, putative","Previous IDs: PB001336.02.0;PB301392.00.0;PBANKA_135410"
"PBANKA_1354200","PBANKA_1354200.1","mitochondrial pyruvate carrier protein 1, putative","Previous IDs: PB000343.00.0;PBANKA_135420"
"PBANKA_1354300","PBANKA_1354300.1","sodium-dependent phosphate transporter, putative","Previous IDs: PB000168.03.0;PB301105.00.0;PB301250.00.0;PBANKA_135430;PbPiT"
"PBANKA_1354351","PBANKA_1354351:tRNA","tRNA Arginine","Previous IDs: berg13:tRNA:rfamscan:2048119-2048192"
"PBANKA_1354380","PBANKA_1354380.1","U6 spliceosomal RNA","Previous IDs: PBANKA_135438;berg13:ncRNA:rfamscan:2048608-2048715"
"PBANKA_1354400","PBANKA_1354400.1","60S ribosomal protein L18, putative","Previous IDs: PB000169.03.0;PBANKA_135440"
"PBANKA_1354500","PBANKA_1354500.1","60S ribosomal protein L18-2, putative","Previous IDs: PB000510.00.0;PB301526.00.0;PBANKA_135450"
"PBANKA_1354550","PBANKA_1354550.1","small nucleolar RNA snoR20","Previous IDs: PBANKA_135455"
"PBANKA_1354600","PBANKA_1354600.1","inner membrane complex suture component, putative","Previous IDs: PB000481.03.0;PB102531.00.0;PB106772.00.0;PB300650.00.0;PBANKA_135460"
"PBANKA_1354700","PBANKA_1354700.1","GPI mannosyltransferase 3, putative","Previous IDs: PB000480.03.0;PBANKA_135470"
"PBANKA_1354800","PBANKA_1354800.1","conserved Plasmodium protein, unknown function","Previous IDs: PBANKA_135480"
"PBANKA_1354900","PBANKA_1354900.1","inner membrane complex protein 1k, putative","Previous IDs: PB000249.03.0;PBANKA_135490"
"PBANKA_1355000","PBANKA_1355000.1","V-type proton ATPase subunit D, putative","Previous IDs: PB000250.03.0;PB301202.00.0;PBANKA_135500"
"PBANKA_1355100","PBANKA_1355100.1","40S ribosomal protein S6, putative","Previous IDs: PB000942.03.0;PBANKA_135510"
"PBANKA_1355200","PBANKA_1355200.1","aconitate hydratase, putative","Previous IDs: PB001120.02.0;PB301547.00.0;PBANKA_135520"
"PBANKA_1355300","PBANKA_1355300.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000438.02.0;PBANKA_135530"
"PBANKA_1355400","PBANKA_1355400.1","tetratricopeptide repeat protein, putative","Previous IDs: PB000437.02.0;PBANKA_135540"
"PBANKA_1355500","PBANKA_1355500.1","casein kinase II beta chain, putative","Previous IDs: PB000663.03.0;PBANKA_135550"
"PBANKA_1355600","PBANKA_1355600.1","sporozoite protein essential for cell traversal","Previous IDs: PBANKA_135560;SPECT"
"PBANKA_1355700","PBANKA_1355700.1","myosin A","Previous IDs: MyoA;PB001069.00.0;PBANKA_135570"
"PBANKA_1355800","PBANKA_1355800.1","DNA-directed RNA polymerases I, II, and III subunit RPABC4, putative","Previous IDs: PB001072.00.0;PBANKA_135580"
"PBANKA_1355900","PBANKA_1355900.1","phosphoenolpyruvate carboxykinase, putative","Previous IDs: PB001070.00.0;PBANKA_135590"
"PBANKA_1356000","PBANKA_1356000.1","AP2 domain transcription factor, putative","Previous IDs: PB000032.00.0;PB000462.03.0;PB000706.01.0;PB001071.00.0;PB101042.00.0;PBANKA_135600"
"PBANKA_1356100","PBANKA_1356100.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000363.03.0;PBANKA_135610"
"PBANKA_1356200","PBANKA_1356200.1","tRNA guanosine-2'-O-methyltransferase, putative","Previous IDs: PB000339.00.0;PBANKA_135620"
"PBANKA_1356300","PBANKA_1356300.1","CDT1-like protein, putative","Previous IDs: PB000337.00.0;PB301075.00.0;PBANKA_135630"
"PBANKA_1356400","PBANKA_1356400.1","DNA repair protein RAD5, putative","Previous IDs: PB000336.00.0;PB300236.00.0;PBANKA_135640"
"PBANKA_1356500","PBANKA_1356500.1","conserved protein, unknown function","Previous IDs: PB000341.00.0;PBANKA_135650"
"PBANKA_1356600","PBANKA_1356600.1","UDP-N-acetylglucosamine pyrophosphorylase, putative","Previous IDs: PB000340.00.0;PBANKA_135660"
"PBANKA_1356700","PBANKA_1356700.1","kelch protein K13, putative","Previous IDs: PB000338.00.0;PB000525.00.0;PBANKA_135670"
"PBANKA_1356800","PBANKA_1356800.1","conserved Plasmodium protein, unknown function","Previous IDs: PB100489.00.0;PB102820.00.0;PB103359.00.0;PB103910.00.0;PB104022.00.0;PB104064.00.0;PB108600.00.0;PB108821.00.0;PB401611.00.0;PB405890.00.0;PBANKA_135680"
"PBANKA_1356900","PBANKA_1356900.1","U4/U6 small nuclear ribonucleoprotein PRP4, putative","Previous IDs: PB000364.02.0;PBANKA_135690"
"PBANKA_1357000","PBANKA_1357000.1","aminomethyltransferase, putative","Previous IDs: PB000720.02.0;PBANKA_135700"
"PBANKA_1357100","PBANKA_1357100.1","TLD domain-containing protein, putative, pseudogene","Previous IDs: PBANKA_135710"
"PBANKA_1357200","PBANKA_1357200.1","heat shock protein 110, putative","Previous IDs: PB000882.00.0;PB000883.00.0;PB103596.00.0;PBANKA_135720"
"PBANKA_1357300","PBANKA_1357300.1","zinc finger protein, putative","Previous IDs: PB000538.00.0;PB108842.00.0;PB108843.00.0;PBANKA_135730"
"PBANKA_1357400","PBANKA_1357400.1","U6 snRNA phosphodiesterase, putative","Previous IDs: PB000044.00.0;PBANKA_135740"
"PBANKA_1357500","PBANKA_1357500.1","lipoyl synthase","Previous IDs: PB000042.00.0;PB300672.00.0;PBANKA_135750"
"PBANKA_1357600","PBANKA_1357600.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000043.00.0;PB001221.02.0;PBANKA_135760"
"PBANKA_1357700","PBANKA_1357700.1","aspartate carbamoyltransferase, putative","Previous IDs: PB001222.02.0;PBANKA_135770"
"PBANKA_1357800","PBANKA_1357800.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000744.02.0;PBANKA_135780"
"PBANKA_1357900","PBANKA_1357900.1","conserved Plasmodium protein, unknown function","Previous IDs: PB105584.00.0;PBANKA_135790"
"PBANKA_1358000","PBANKA_1358000.1","thioredoxin 2","Previous IDs: PB105583.00.0;PBANKA_135800"
"PBANKA_1358100","PBANKA_1358100.1","rhomboid protease ROM6","Previous IDs: PB000743.02.0;PB300746.00.0;PBANKA_135810"
"PBANKA_1358200","PBANKA_1358200.1","conserved Plasmodium protein, unknown function","Previous IDs: PBANKA_135820"
"PBANKA_1358300","PBANKA_1358300.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000745.02.0;PB300574.00.0;PB300811.00.0;PB301255.00.0;PBANKA_135830"
"PBANKA_1358400","PBANKA_1358400.1","ubiquitin-conjugating enzyme E2, putative","Previous IDs: PB000746.02.0;PBANKA_135840"
"PBANKA_1358500","PBANKA_1358500.1","inner membrane complex protein, putative","Previous IDs: PB000918.03.0;PB300705.00.0;PBANKA_135850"
"PBANKA_1358600","PBANKA_1358600.1","isocitrate dehydrogenase [NADP], mitochondrial, putative","Previous IDs: PB000917.03.0;PBANKA_135860"
"PBANKA_1358700","PBANKA_1358700.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000916.03.0;PBANKA_135870"
"PBANKA_1358800","PBANKA_1358800.1","kinetochore protein SPC25, putative","Previous IDs: PB000919.03.0;PBANKA_135880"
"PBANKA_1358900","PBANKA_1358900.1","dynactin subunit 2, putative","Previous IDs: PB000499.02.0;PB000669.00.0;PBANKA_135890"
"PBANKA_1359000","PBANKA_1359000.1","protein transport protein SEC61 subunit alpha, putative","Previous IDs: PB000121.02.0;PB301116.00.0;PBANKA_135900"
"PBANKA_1359100","PBANKA_1359100.1","nuclear import protein MOG1, putative","Previous IDs: PB000122.02.0;PBANKA_135910"
"PBANKA_1359200","PBANKA_1359200.1","DNA/RNA-binding protein Alba 2, putative","Previous IDs: ALBA2;PB000812.02.0;PBANKA_135920"
"PBANKA_1359300","PBANKA_1359300.1","VPS13 domain-containing protein, putative","Previous IDs: PB000811.02.0;PB001524.02.0;PB300617.00.0;PB301109.00.0;PB301319.00.0;PB301473.00.0;PB301512.00.0;PBANKA_135930"
"PBANKA_1359400","PBANKA_1359400.1","conserved Plasmodium protein, unknown function","Previous IDs: PB001527.02.0;PB301267.00.0;PBANKA_135940"
"PBANKA_1359500","PBANKA_1359500.1","conserved protein, unknown function","Previous IDs: PB001528.02.0;PBANKA_135950"
"PBANKA_1359600","PBANKA_1359600.1","6-cysteine protein","Previous IDs: PB001525.02.0;PB301343.00.0;PBANKA_135960"
"PBANKA_1359700","PBANKA_1359700.1","6-cysteine protein","Previous IDs: P47;PB001526.02.0;PBANKA_135970"
"PBANKA_1359800","PBANKA_1359800.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000150.00.0;PBANKA_135980"
"PBANKA_1359900","PBANKA_1359900.1","WD repeat-containing protein 92, putative","Previous IDs: PB000149.00.0;PBANKA_135990"
"PBANKA_1360000","PBANKA_1360000.1","DNA topoisomerase 3, putative","Previous IDs: PB000147.00.0;PB301170.00.0;PBANKA_136000"
"PBANKA_1360100","PBANKA_1360100.1","nucleoside transporter 1","Previous IDs: PB000148.00.0;PBANKA_136010;PbNT1"
"PBANKA_1360200","PBANKA_1360200.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000151.00.0;PBANKA_136020"
"PBANKA_1360300","PBANKA_1360300.1","DNA/RNA-binding protein Alba 4, putative","Previous IDs: PB000642.01.0;PBANKA_136030"
"PBANKA_1360400","PBANKA_1360400.1","conserved protein, unknown function","Previous IDs: PBANKA_136040"
"PBANKA_1360500","PBANKA_1360500.1","ethanolamine-phosphate cytidylyltransferase","Previous IDs: PB000900.02.0;PBANKA_136050"
"PBANKA_1360600","PBANKA_1360600.1","leucine-rich repeat protein","Previous IDs: LRR4.1;PB000901.02.0;PBANKA_136060"
"PBANKA_1360700","PBANKA_1360700.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000605.03.0;PB001279.02.0;PBANKA_136070"
"PBANKA_1360800","PBANKA_1360800.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000753.03.0;PBANKA_136080"
"PBANKA_1360900","PBANKA_1360900.1","GTPase, putative","Previous IDs: PB000590.01.0;PBANKA_136090"
"PBANKA_1361000","PBANKA_1361000.1","step II splicing factor, putative","Previous IDs: PB001275.00.0;PBANKA_136100"
"PBANKA_1361100","PBANKA_1361100.1","elongation factor Tu, putative","Previous IDs: PB001274.00.0;PB300663.00.0;PBANKA_136110"
"PBANKA_1361200","PBANKA_1361200.1","conserved Plasmodium protein, unknown function","Previous IDs: PB300081.00.0;PB300465.00.0;PB301398.00.0;PB301556.00.0;PBANKA_136120"
"PBANKA_1361300","PBANKA_1361300.1","TBC domain protein, putative","Previous IDs: PB000831.00.0;PBANKA_136130"
"PBANKA_1361400","PBANKA_1361400.1","conserved Plasmodium protein, unknown function","Previous IDs: PBANKA_136140"
"PBANKA_1361500","PBANKA_1361500.1","WD repeat-containing protein 16, putative","Previous IDs: PB000754.03.0;PBANKA_136150"
"PBANKA_1361600","PBANKA_1361600.1","E1-E2 ATPase, putative","Previous IDs: PB000755.03.0;PB300313.00.0;PB300426.00.0;PBANKA_136160"
"PBANKA_1361700","PBANKA_1361700.1","conserved Plasmodium protein, unknown function","Previous IDs: PB300425.00.0;PBANKA_136170"
"PBANKA_1361800","PBANKA_1361800.1","conserved Plasmodium protein, unknown function","Previous IDs: PB001223.00.0;PBANKA_136180"
"PBANKA_1361900","PBANKA_1361900.1","nucleoside diphosphate hydrolase, putative","Previous IDs: PB102634.00.0;PBANKA_136190"
"PBANKA_1362000","PBANKA_1362000.1","glutamate--tRNA ligase, putative","Previous IDs: PB000231.01.0;PBANKA_136200"
"PBANKA_1362100","PBANKA_1362100.1","tyrosine kinase-like protein, putative","Previous IDs: PB000348.00.0;PB300988.00.0;PBANKA_136210"
"PBANKA_1362200","PBANKA_1362200.1","cytidine and deoxycytidylate deaminase, putative","Previous IDs: PB100172.00.0;PB100173.00.0;PBANKA_136220"
"PBANKA_1362300","PBANKA_1362300.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000099.00.0;PB000202.01.0;PB001167.01.0;PB300262.00.0;PB300329.00.0;PB300990.00.0;PBANKA_136230"
"PBANKA_1362400","PBANKA_1362400.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000625.01.0;PBANKA_136240"
"PBANKA_1362500","PBANKA_1362500.1","peptidase, putative","Previous IDs: PB000626.01.0;PBANKA_136250"
"PBANKA_1362600","PBANKA_1362600.1","GPN-loop GTPase, putative","Previous IDs: PB000624.01.0;PB300351.00.0;PBANKA_136260"
"PBANKA_1362700","PBANKA_1362700.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000627.01.0;PBANKA_136270"
"PBANKA_1362800","PBANKA_1362800.1","conserved Plasmodium protein, unknown function","Previous IDs: PB001585.02.0;PBANKA_136280"
"PBANKA_1362900","PBANKA_1362900.1","lysine--tRNA ligase, putative","Previous IDs: PB001583.02.0;PBANKA_136290"
"PBANKA_1363000","PBANKA_1363000.1","small nuclear ribonucleoprotein E, putative","Previous IDs: PB001584.02.0;PBANKA_136300"
"PBANKA_1363100","PBANKA_1363100.1","conserved protein, unknown function","Previous IDs: PB100647.00.0;PBANKA_136310"
"PBANKA_1363200","PBANKA_1363200.1","ubiquitin-activating enzyme E1, putative","Previous IDs: PB000364.00.0;PB405431.00.0;PBANKA_136320"
"PBANKA_1363300","PBANKA_1363300.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000345.03.0;PBANKA_136330"
"PBANKA_1363400","PBANKA_1363400.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000916.01.0;PBANKA_136340"
"PBANKA_1363500","PBANKA_1363500.1","N6-adenine-specific methylase, putative","Previous IDs: PB301033.00.0;PBANKA_136350"
"PBANKA_1363600","PBANKA_1363600.1","conserved Plasmodium protein, unknown function","Previous IDs: PBANKA_136360"
"PBANKA_1363700","PBANKA_1363700.1","AP2 domain transcription factor AP2-O4","Previous IDs: PB000512.00.0;PB300460.00.0;PBANKA_136370"
"PBANKA_1363800","PBANKA_1363800.1","phosphatidylinositol transfer protein, putative","Previous IDs: PB000037.00.0;PB108382.00.0;PBANKA_136380"
"PBANKA_1363900","PBANKA_1363900.1","conserved protein, unknown function","Previous IDs: PB000122.01.0;PB404690.00.0;PBANKA_136390"
"PBANKA_1364000","PBANKA_1364000.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000063.03.0;PB001126.01.0;PB001523.02.0;PBANKA_136400"
"PBANKA_1364100","PBANKA_1364100.1","conserved Plasmodium protein, unknown function","Previous IDs: PB001522.02.0;PBANKA_136410"
"PBANKA_1364200","PBANKA_1364200.1","60S ribosomal protein L17, putative","Previous IDs: PB001521.02.0;PB300633.00.0;PBANKA_136420"
"PBANKA_1364250","PBANKA_1364250.1","small nucleolar RNA snoR21","Previous IDs: PBANKA_136425"
"PBANKA_1364300","PBANKA_1364300.1","glycerol kinase, putative","Previous IDs: PB001520.02.0;PBANKA_136430"
"PBANKA_1364400","PBANKA_1364400.1","inner membrane complex protein 1f, putative","Previous IDs: PB000943.03.0;PBANKA_136440"
"PBANKA_1364500","PBANKA_1364500.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000944.03.0;PBANKA_136450"
"PBANKA_1364600","PBANKA_1364600.1","conserved protein, unknown function","Previous IDs: PBANKA_136460"
"PBANKA_1364700","PBANKA_1364700.1","GTP-binding protein, putative","Previous IDs: PB000573.02.0;PB301160.00.0;PB401402.00.0;PBANKA_136470"
"PBANKA_1364800","PBANKA_1364800.1","ABC transporter B family member 6, putative","Previous IDs: PB000574.02.0;PB106203.00.0;PB301393.00.0;PB403625.00.0;PBANKA_136480"
"PBANKA_1364900","PBANKA_1364900.1","U3 small nucleolar RNA-associated protein 15, putative","Previous IDs: PBANKA_136490"
"PBANKA_1365000","PBANKA_1365000.1","conserved Plasmodium protein, unknown function","Previous IDs: PBANKA_136500"
"PBANKA_1365100","PBANKA_1365100.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000263.01.0;PB000542.03.0;PBANKA_136510"
"PBANKA_1365200","PBANKA_1365200.1","thioredoxin-related protein, putative","Previous IDs: PB000262.01.0;PBANKA_136520"
"PBANKA_1365300","PBANKA_1365300.1","intron-binding protein aquarius, putative","Previous IDs: PB000610.03.0;PB000756.02.0;PB301009.00.0;PB301150.00.0;PBANKA_136530"
"PBANKA_1365400","PBANKA_1365400.1","vacuolar fusion protein MON1, putative","Previous IDs: PB001638.02.0;PB300385.00.0;PBANKA_136540"
"PBANKA_1365500","PBANKA_1365500.1","exported protein IBIS1","Previous IDs: PB106275.00.0;PBANKA_136550"
"PBANKA_1365550","PBANKA_1365550.1","PIR protein, pseudogene","Previous IDs: PBANKA_136555"
"PBANKA_1365600","PBANKA_1365600.1","fam-a protein","Previous IDs: PB000072.02.0;PBANKA_136560"
"PBANKA_1365650","PBANKA_1365650.1","fam-a protein, pseudogene","Previous IDs: PBANKA_136565"
"PBANKA_1365680","PBANKA_1365680.1","fam-c protein","Previous IDs: PBANKA_136568"
"PBANKA_1365700","PBANKA_1365700.1","PIR protein","Previous IDs: PB200081.00.0;PB500048.00.0;PBANKA_136570"
"PBANKA_1365721","PBANKA_1365721.1","conserved rodent malaria protein, unknown function","Previous IDs: PB401947.00.0;PBANKA_020090"
